timeNow 0
nAtom 1547
nBond 4416
nAtomType 5
nBondType 1
region[1] 116.6330815404618
region[2] 58.3165407702309
Atoms
1 1 2 0.00 -4.899986752485397 -13.46130614903273 0.0 0.0
2 2 4 1.40 -8.079313777327076 1.5951013979893265 0.0 0.0
3 1 2 0.00 56.1159448156752 -3.978726262868944 0.0 0.0
4 2 5 0.00 -29.78190664224315 26.021817704247784 0.0 0.0
5 1 2 0.00 12.24220740558479 -5.262237575911975 0.0 0.0
6 1 2 0.00 10.754256185443445 -20.207158785833315 0.0 0.0
7 1 2 0.00 5.986589181013398 -7.509686099643775 0.0 0.0
8 1 2 0.00 -15.399787395147758 -11.718513864751726 0.0 0.0
9 1 2 0.00 -5.134071361076026 -2.9865533682569625 0.0 0.0
10 2 5 0.00 -24.43044208692426 10.972636585597677 0.0 0.0
11 1 2 0.00 15.561828928466191 -25.00911174103827 0.0 0.0
12 1 2 0.00 -8.7534253154417 -12.353022119278458 0.0 0.0
13 1 2 0.00 14.382875037055996 -14.174626763309107 0.0 0.0
14 1 2 0.00 -52.75103926804638 -15.804661391112761 0.0 0.0
15 1 2 0.00 52.06634227343247 -25.697069361390366 0.0 0.0
16 1 2 0.00 -35.5536708351425 -14.419371127173216 0.0 0.0
17 2 5 0.00 -55.65636196401759 14.605304831708654 0.0 0.0
18 1 2 0.00 47.00047594934224 -19.48277580555736 0.0 0.0
19 1 2 0.00 57.0166924100734 -8.90816232951274 0.0 0.0
20 2 5 0.00 -8.157026965545013 26.300038629214274 0.0 0.0
21 2 5 0.00 -20.400517535388857 26.163883651889446 0.0 0.0
22 1 2 0.00 32.921269379846954 -15.416309006477357 0.0 0.0
23 1 2 0.00 45.15337507261286 -24.3610928736238 0.0 0.0
24 1 2 0.00 -47.648147873180754 -8.037613862322386 0.0 0.0
25 1 2 0.00 49.26919397031467 -22.544660795332085 0.0 0.0
26 1 2 0.00 41.762126294171665 -5.944593053566702 0.0 0.0
27 1 1 0.00 -51.2004525088404 -28.181820322445674 0.0 0.0
28 1 2 0.00 -5.079443331548584 -25.814832597352588 0.0 0.0
29 2 5 0.00 -58.08199761958194 10.808454610110688 0.0 0.0
30 2 5 0.00 -53.2172806671726 20.531728033581462 0.0 0.0
31 2 5 0.00 -12.174908008060546 17.60223157879826 0.0 0.0
32 1 2 0.00 -28.35079168649863 -17.50310861069691 0.0 0.0
33 1 2 0.00 -52.34453650519414 -3.6042829583160545 0.0 0.0
34 2 5 0.00 -13.092692991881274 28.189747383942656 0.0 0.0
35 1 2 0.00 3.732264956268793 -19.007311429201657 0.0 0.0
36 1 2 0.00 49.8285990423571 -6.413512928013777 0.0 0.0
37 1 3 1.40 7.48440633944631 -2.1302160104189203 0.0 0.0
38 1 2 0.00 -41.596040699210306 -20.37153225455634 0.0 0.0
39 1 2 0.00 57.56544459504683 -13.417799049932237 0.0 0.0
40 1 2 0.00 -42.76085997943936 -2.0991051384593997 0.0 0.0
41 1 1 0.00 -27.53962552479481 -27.784579163865246 0.0 0.0
42 1 2 0.00 -28.55790050604152 -13.872220694187382 0.0 0.0
43 1 2 0.00 23.508443111478194 -11.611820032620052 0.0 0.0
44 1 2 0.00 -42.39810101693591 -3.6941131458365675 0.0 0.0
45 2 4 1.40 -33.6653817366373 1.8973270657804078 0.0 0.0
46 1 3 1.00 -32.49231670158912 -1.987644180241232 0.0 0.0
47 2 5 0.00 -22.188901765907016 17.30550541297244 0.0 0.0
48 2 5 0.00 -36.98137082896162 14.006967918342509 0.0 0.0
49 1 2 0.00 -47.680185350580736 -1.8963580501944561 0.0 0.0
50 1 2 0.00 -35.780875046834545 -12.45483430911627 0.0 0.0
51 1 2 0.00 11.054372291444615 -18.094289412563736 0.0 0.0
52 2 5 0.00 -1.942111147506581 12.985648657762987 0.0 0.0
53 1 2 0.00 -56.804968524830365 -2.6265753548446806 0.0 0.0
54 1 2 0.00 -33.5341191623544 -17.0079733036901 0.0 0.0
55 1 2 0.00 44.55743803811986 -4.515855936951096 0.0 0.0
56 1 2 0.00 24.610554921101514 -22.16049768170812 0.0 0.0
57 1 2 0.00 48.37345101084751 -5.7182388648841265 0.0 0.0
58 1 2 0.00 43.11148384258534 -14.991787578925225 0.0 0.0
59 1 2 0.00 -32.14123862763186 -26.65780362837538 0.0 0.0
60 1 1 0.00 52.01649880353373 -27.783538329774164 0.0 0.0
61 2 5 0.00 -26.586250107454237 24.508369591668245 0.0 0.0
62 2 5 0.00 -44.32808392724049 22.817733038197893 0.0 0.0
